"","no","speciesID","species","combination","temp","rep","sampling","cellVolume"
"3081",140,"ThalaCux","duo","AT","CS",2,15,480912567.419857
"3082",361,"ThalaCux","quattro","DGRT","CS",1,6,163690897.361219
"3083",141,"ThalaCux","duo","AT","CS",3,15,480912567.419857
"3084",356,"ThalaCux","duo","RT","inc+fluc",2,3,205460298.75684
"3085",259,"ThalaCux","duo","AT","inc",1,12,451561096.16888
"3086",488,"ThalaCux","MIX","ADGRT","fluct",2,12,254003116.594995
"3087",260,"ThalaCux","duo","AT","inc",2,12,440272068.764658
"3088",231,"ThalaCux","duo","GT","fluct",3,1,40640498.6551992
"3089",423,"ThalaCux","quattro","DGRT","inc",3,6,287870198.807661
"3090",235,"ThalaCux","duo","RT","fluct",1,1,20320249.3275996
"3091",217,"ThalaCux","duo","DT","fluct",1,9,660408103.146986
"3092",427,"ThalaCux","quattro","AGRT","inc",1,6,118534787.744331
"3093",259,"ThalaCux","duo","AT","inc",1,9,457205609.870991
"3094",139,"ThalaCux","duo","AT","CS",1,9,372537904.339326
"3095",421,"ThalaCux","quattro","DGRT","inc",1,1,110632468.561375
"3096",493,"ThalaCux","MIX","ADGRT","inc",1,12,287870198.807661
"3097",368,"ThalaCux","quattro","AGRT","CS",2,6,135468328.850664
"3098",141,"ThalaCux","duo","AT","CS",3,9,547517829.104766
"3099",482,"ThalaCux","MIX","ADGRT","CS",2,1,142241745.293197
"3100",375,"ThalaCux","quattro","ADRT","CS",3,12,310448253.616105
"3101",367,"ThalaCux","quattro","AGRT","CS",1,3,205460298.75684
"3102",369,"ThalaCux","quattro","AGRT","CS",3,6,124179301.446442
"3103",471,"ThalaCux","quattro","ADGT","inc+fluc",3,6,169335411.06333
"3104",379,"ThalaCux","quattro","ADGT","CS",1,12,310448253.616105
"3105",373,"ThalaCux","quattro","ADRT","CS",1,6,584771619.538699
"3106",368,"ThalaCux","quattro","AGRT","CS",2,3,221264937.122751
"3107",429,"ThalaCux","quattro","AGRT","inc",3,3,47413915.0977324
"3108",369,"ThalaCux","quattro","AGRT","CS",3,3,474139150.977324
"3109",434,"ThalaCux","quattro","ADRT","inc",2,6,45156109.616888
"3110",487,"ThalaCux","MIX","ADGRT","fluct",1,1,31609276.7318216
"3111",428,"ThalaCux","quattro","AGRT","inc",2,1,15804638.3659108
"3112",381,"ThalaCux","quattro","ADGT","CS",3,12,338670822.12666
"3113",435,"ThalaCux","quattro","ADRT","inc",3,6,39511595.914777
"3114",158,"ThalaCux","duo","DT","CS",2,9,711208726.465985
"3115",159,"ThalaCux","duo","DT","CS",3,9,857966082.720871
"3116",500,"ThalaCux","MIX","ADGRT","inc+fluc",2,12,276581171.403439
"3117",439,"ThalaCux","quattro","ADGT","inc",1,6,135468328.850664
"3118",261,"ThalaCux","duo","AT","inc",3,1,40640498.6551992
"3119",157,"ThalaCux","duo","DT","CS",1,6,434627555.062547
"3120",177,"ThalaCux","duo","RT","CS",3,15,616380896.270521
"3121",501,"ThalaCux","MIX","ADGRT","inc+fluc",3,12,338670822.12666
"3122",375,"ThalaCux","quattro","ADRT","CS",3,3,505748427.709145
"3123",500,"ThalaCux","MIX","ADGRT","inc+fluc",2,9,282225685.10555
"3124",493,"ThalaCux","MIX","ADGRT","inc",1,1,15804638.3659108
"3125",441,"ThalaCux","quattro","ADGT","inc",3,6,84667705.5316649
"3126",381,"ThalaCux","quattro","ADGT","CS",3,6,121921495.965597
"3127",435,"ThalaCux","quattro","ADRT","inc",3,1,94827830.1954647
"3128",171,"ThalaCux","duo","GT","CS",3,9,1433706480.33619
"3129",295,"ThalaCux","duo","RT","inc",1,9,242714089.190773
"3130",494,"ThalaCux","MIX","ADGRT","inc",2,1,142241745.293197
"3131",296,"ThalaCux","duo","RT","inc",2,9,242714089.190773
"3132",392,"ThalaCux","quattro","DGRT","fluct",2,12,383826931.743548
"3133",297,"ThalaCux","duo","RT","inc",3,9,214491520.680218
"3134",381,"ThalaCux","quattro","ADGT","CS",3,3,284483490.586394
"3135",495,"ThalaCux","MIX","ADGRT","inc",3,1,94827830.1954647
"3136",393,"ThalaCux","quattro","DGRT","fluct",3,12,366893390.637215
"3137",500,"ThalaCux","MIX","ADGRT","inc+fluc",2,3,63218553.4636431
"3138",392,"ThalaCux","quattro","DGRT","fluct",2,9,378182418.041437
"3139",199,"ThalaCux","duo","AT","fluct",1,15,860223888.201716
"3140",397,"ThalaCux","quattro","AGRT","fluct",1,12,163690897.361219
"3141",451,"ThalaCux","quattro","DGRT","inc+fluc",1,6,169335411.06333
"3142",26,"ThalaCux","mono","T","CS",2,12,1076973214.36278
"3143",140,"ThalaCux","duo","AT","CS",2,6,287870198.807661
"3144",398,"ThalaCux","quattro","AGRT","fluct",2,12,237069575.488662
"3145",452,"ThalaCux","quattro","DGRT","inc+fluc",2,6,56445137.02111
"3146",392,"ThalaCux","quattro","DGRT","fluct",2,6,186268952.169663
"3147",320,"ThalaCux","duo","AT","inc+fluc",2,12,626541020.93432
"3148",25,"ThalaCux","mono","T","CS",1,9,1168414336.33698
"3149",453,"ThalaCux","quattro","DGRT","inc+fluc",3,6,67734164.4253319
"3150",501,"ThalaCux","MIX","ADGRT","inc+fluc",3,1,15804638.3659108
"3151",175,"ThalaCux","duo","RT","CS",1,1,20320249.3275996
"3152",457,"ThalaCux","quattro","AGRT","inc+fluc",1,6,180624438.467552
"3153",319,"ThalaCux","duo","AT","inc+fluc",1,9,1004723438.97576
"3154",199,"ThalaCux","duo","AT","fluct",1,9,519295260.594211
"3155",320,"ThalaCux","duo","AT","inc+fluc",2,9,671697130.551208
"3156",200,"ThalaCux","duo","AT","fluct",2,9,524939774.296322
"3157",321,"ThalaCux","duo","AT","inc+fluc",3,9,694275185.359652
"3158",201,"ThalaCux","duo","AT","fluct",3,9,553162342.806877
"3159",319,"ThalaCux","duo","AT","inc+fluc",1,6,282225685.10555
"3160",405,"ThalaCux","quattro","ADRT","fluct",3,12,214491520.680218
"3161",397,"ThalaCux","quattro","AGRT","fluct",1,3,31609276.7318216
"3162",399,"ThalaCux","quattro","AGRT","fluct",3,6,107245760.340109
"3163",25,"ThalaCux","mono","T","CS",1,3,316092767.318216
"3164",409,"ThalaCux","quattro","ADGT","fluct",1,12,259647630.297106
"3165",338,"ThalaCux","duo","DT","inc+fluc",2,12,654763589.444875
"3166",398,"ThalaCux","quattro","AGRT","fluct",2,3,600576257.90461
"3167",339,"ThalaCux","duo","DT","inc+fluc",3,12,778942890.891317
"3168",27,"ThalaCux","mono","T","CS",3,1,33867082.212666
"3169",200,"ThalaCux","duo","AT","fluct",2,3,316092767.318216
"3170",404,"ThalaCux","quattro","ADRT","fluct",2,6,191913465.871774
"3171",321,"ThalaCux","duo","AT","inc+fluc",3,3,81280997.3103983
"3172",230,"ThalaCux","duo","GT","fluct",2,15,603962966.125876
"3173",338,"ThalaCux","duo","DT","inc+fluc",2,9,908766706.03987
"3174",218,"ThalaCux","duo","DT","fluct",2,9,931344760.848314
"3175",339,"ThalaCux","duo","DT","inc+fluc",3,9,908766706.03987
"3176",219,"ThalaCux","duo","DT","fluct",3,9,1038590521.18842
"3177",469,"ThalaCux","quattro","ADGT","inc+fluc",1,6,189655660.390929
"3178",55,"ThalaCux","mono","T","fluct",1,3,135468328.850664
"3179",56,"ThalaCux","mono","T","fluct",2,3,50800623.318999
"3180",237,"ThalaCux","duo","RT","fluct",3,15,316092767.318216
"3181",117,"ThalaCux","mono","T","inc+fluc",3,15,389471445.445659
"3182",405,"ThalaCux","quattro","ADRT","fluct",3,3,79023191.8295539
"3183",201,"ThalaCux","duo","AT","fluct",3,15,704435310.023452
"3184",236,"ThalaCux","duo","RT","fluct",2,12,197557979.573885
"3185",350,"ThalaCux","duo","GT","inc+fluc",2,9,880544137.529315
"3186",230,"ThalaCux","duo","GT","fluct",2,9,886188651.231426
"3187",351,"ThalaCux","duo","GT","inc+fluc",3,9,914411219.741981
"3188",421,"ThalaCux","quattro","DGRT","inc",1,12,355604363.232993
"3189",355,"ThalaCux","duo","RT","inc+fluc",1,9,451561096.16888
"3190",410,"ThalaCux","quattro","ADGT","fluct",2,3,237069575.488662
"3191",409,"ThalaCux","quattro","ADGT","fluct",1,1,94827830.1954647
"3192",422,"ThalaCux","quattro","DGRT","inc",2,12,412049500.254103
"3193",357,"ThalaCux","duo","RT","inc+fluc",3,9,609607479.827987
"3194",411,"ThalaCux","quattro","ADGT","fluct",3,3,79023191.8295539
"3195",87,"ThalaCux","mono","T","inc",3,3,124179301.446442
"3196",423,"ThalaCux","quattro","DGRT","inc",3,12,265292143.999217
"3197",361,"ThalaCux","quattro","DGRT","CS",1,9,361248876.935104
"3198",482,"ThalaCux","MIX","ADGRT","CS",2,9,270936657.701328
"3199",236,"ThalaCux","duo","RT","fluct",2,6,225780548.08444
"3200",427,"ThalaCux","quattro","AGRT","inc",1,12,310448253.616105
"3201",351,"ThalaCux","duo","GT","inc+fluc",3,3,331897405.684126
"3202",481,"ThalaCux","MIX","ADGRT","CS",1,6,146757356.254886
"3203",355,"ThalaCux","duo","RT","inc+fluc",1,3,205460298.75684
"3204",349,"ThalaCux","duo","GT","inc+fluc",1,1,27093665.7701328
"3205",363,"ThalaCux","quattro","DGRT","CS",3,9,603962966.125876
"3206",422,"ThalaCux","quattro","DGRT","inc",2,6,282225685.10555
"3207",230,"ThalaCux","duo","GT","fluct",2,1,6773416.44253319
"3208",351,"ThalaCux","duo","GT","inc+fluc",3,1,40640498.6551992
"3209",367,"ThalaCux","quattro","AGRT","CS",1,9,270936657.701328
"3210",421,"ThalaCux","quattro","DGRT","inc",1,3,284483490.586394
"3211",483,"ThalaCux","MIX","ADGRT","CS",3,6,90312219.2337759
"3212",356,"ThalaCux","duo","RT","inc+fluc",2,1,13546832.8850664
"3213",368,"ThalaCux","quattro","AGRT","CS",2,9,383826931.743548
"3214",357,"ThalaCux","duo","RT","inc+fluc",3,1,6773416.44253319
"3215",362,"ThalaCux","quattro","DGRT","CS",2,3,47413915.0977324
"3216",260,"ThalaCux","duo","AT","inc",2,9,451561096.16888
"3217",487,"ThalaCux","MIX","ADGRT","fluct",1,6,152401869.956997
"3218",428,"ThalaCux","quattro","AGRT","inc",2,6,79023191.8295539
"3219",489,"ThalaCux","MIX","ADGRT","fluct",3,9,141112842.552775
"3220",278,"ThalaCux","duo","DT","inc",2,15,767653863.487095
"3221",427,"ThalaCux","quattro","AGRT","inc",1,3,316092767.318216
"3222",279,"ThalaCux","duo","DT","inc",3,15,1168414336.33698
"3223",159,"ThalaCux","duo","DT","CS",3,15,1239535208.98357
"3224",439,"ThalaCux","quattro","ADGT","inc",1,12,395115959.14777
"3225",374,"ThalaCux","quattro","ADRT","CS",2,9,129823815.148553
"3226",428,"ThalaCux","quattro","AGRT","inc",2,3,426725235.879591
"3227",489,"ThalaCux","MIX","ADGRT","fluct",3,6,152401869.956997
"3228",279,"ThalaCux","duo","DT","inc",3,12,694275185.359652
"3229",139,"ThalaCux","duo","AT","CS",1,3,237069575.488662
"3230",289,"ThalaCux","duo","GT","inc",1,15,880544137.529315
"3231",493,"ThalaCux","MIX","ADGRT","inc",1,6,73378678.1274429
"3232",441,"ThalaCux","quattro","ADGT","inc",3,12,383826931.743548
"3233",433,"ThalaCux","quattro","ADRT","inc",1,3,173851022.025019
"3234",141,"ThalaCux","duo","AT","CS",3,3,56445137.02111
"3235",171,"ThalaCux","duo","GT","CS",3,15,1070199797.92024
"3236",279,"ThalaCux","duo","DT","inc",3,9,1106324685.61375
"3237",380,"ThalaCux","quattro","ADGT","CS",2,9,428983041.360436
"3238",296,"ThalaCux","duo","RT","inc",2,15,400760472.849881
"3239",277,"ThalaCux","duo","DT","inc",1,6,299159226.211883
"3240",297,"ThalaCux","duo","RT","inc",3,15,220136034.382329
"3241",381,"ThalaCux","quattro","ADGT","CS",3,9,146757356.254886
"3242",435,"ThalaCux","quattro","ADRT","inc",3,3,205460298.75684
"3243",279,"ThalaCux","duo","DT","inc",3,6,361248876.935104
"3244",175,"ThalaCux","duo","RT","CS",1,12,321737281.020327
"3245",374,"ThalaCux","quattro","ADRT","CS",2,1,79023191.8295539
"3246",439,"ThalaCux","quattro","ADGT","inc",1,3,47413915.0977324
"3247",499,"ThalaCux","MIX","ADGRT","inc+fluc",1,6,95956732.9358869
"3248",451,"ThalaCux","quattro","DGRT","inc+fluc",1,12,428983041.360436
"3249",391,"ThalaCux","quattro","DGRT","fluct",1,12,287870198.807661
"3250",440,"ThalaCux","quattro","ADGT","inc",2,3,252874213.854573
"3251",289,"ThalaCux","duo","GT","inc",1,6,349959849.530882
"3252",452,"ThalaCux","quattro","DGRT","inc+fluc",2,12,417694013.956214
"3253",290,"ThalaCux","duo","GT","inc",2,6,372537904.339326
"3254",441,"ThalaCux","quattro","ADGT","inc",3,3,142241745.293197
"3255",291,"ThalaCux","duo","GT","inc",3,6,496717205.785767
"3256",453,"ThalaCux","quattro","DGRT","inc+fluc",3,12,412049500.254103
"3257",391,"ThalaCux","quattro","DGRT","fluct",1,9,428983041.360436
"3258",380,"ThalaCux","quattro","ADGT","CS",2,1,47413915.0977324
"3259",319,"ThalaCux","duo","AT","inc+fluc",1,15,993434411.571535
"3260",457,"ThalaCux","quattro","AGRT","inc+fluc",1,12,412049500.254103
"3261",320,"ThalaCux","duo","AT","inc+fluc",2,15,530584287.998433
"3262",170,"ThalaCux","duo","GT","CS",2,3,205460298.75684
"3263",321,"ThalaCux","duo","AT","inc+fluc",3,15,784587404.593428
"3264",458,"ThalaCux","quattro","AGRT","inc+fluc",2,12,496717205.785767
"3265",393,"ThalaCux","quattro","DGRT","fluct",3,9,570095883.91321
"3266",175,"ThalaCux","duo","RT","CS",1,3,31609276.7318216
"3267",176,"ThalaCux","duo","RT","CS",2,3,158046383.659108
"3268",459,"ThalaCux","quattro","AGRT","inc+fluc",3,12,282225685.10555
"3269",397,"ThalaCux","quattro","AGRT","fluct",1,9,197557979.573885
"3270",451,"ThalaCux","quattro","DGRT","inc+fluc",1,3,173851022.025019
"3271",26,"ThalaCux","mono","T","CS",2,9,891833164.933537
"3272",463,"ThalaCux","quattro","ADRT","inc+fluc",1,12,502361719.487879
"3273",398,"ThalaCux","quattro","AGRT","fluct",2,9,135468328.850664
"3274",452,"ThalaCux","quattro","DGRT","inc+fluc",2,3,126437106.927286
"3275",297,"ThalaCux","duo","RT","inc",3,1,6773416.44253319
"3276",464,"ThalaCux","quattro","ADRT","inc+fluc",2,12,474139150.977324
"3277",399,"ThalaCux","quattro","AGRT","fluct",3,9,259647630.297106
"3278",337,"ThalaCux","duo","DT","inc+fluc",1,15,547517829.104766
"3279",217,"ThalaCux","duo","DT","fluct",1,15,615251993.530098
"3280",338,"ThalaCux","duo","DT","inc+fluc",2,15,547517829.104766
"3281",403,"ThalaCux","quattro","ADRT","fluct",1,9,208847006.978107
"3282",339,"ThalaCux","duo","DT","inc+fluc",3,15,581384911.317432
"3283",219,"ThalaCux","duo","DT","fluct",3,15,959567329.358869
"3284",469,"ThalaCux","quattro","ADGT","inc+fluc",1,12,570095883.91321
"3285",404,"ThalaCux","quattro","ADRT","fluct",2,9,524939774.296322
"3286",458,"ThalaCux","quattro","AGRT","inc+fluc",2,3,173851022.025019
"3287",57,"ThalaCux","mono","T","fluct",3,9,807165459.401872
"3288",470,"ThalaCux","quattro","ADGT","inc+fluc",2,12,632185534.636431
"3289",199,"ThalaCux","duo","AT","fluct",1,3,110632468.561375
"3290",399,"ThalaCux","quattro","AGRT","fluct",3,3,268678852.220483
"3291",25,"ThalaCux","mono","T","CS",1,1,60960747.9827987
"3292",350,"ThalaCux","duo","GT","inc+fluc",2,15,440272068.764658
"3293",409,"ThalaCux","quattro","ADGT","fluct",1,9,491072692.083656
"3294",351,"ThalaCux","duo","GT","inc+fluc",3,15,457205609.870991
"3295",231,"ThalaCux","duo","GT","fluct",3,15,818454486.806094
"3296",355,"ThalaCux","duo","RT","inc+fluc",1,15,412049500.254103
"3297",410,"ThalaCux","quattro","ADGT","fluct",2,9,496717205.785767
"3298",356,"ThalaCux","duo","RT","inc+fluc",2,15,502361719.487879
"3299",337,"ThalaCux","duo","DT","inc+fluc",1,6,191913465.871774
"3300",357,"ThalaCux","duo","RT","inc+fluc",3,15,440272068.764658
"3301",411,"ThalaCux","quattro","ADGT","fluct",3,9,276581171.403439
"3302",465,"ThalaCux","quattro","ADRT","inc+fluc",3,3,63218553.4636431
"3303",339,"ThalaCux","duo","DT","inc+fluc",3,6,406404986.551992
"3304",361,"ThalaCux","quattro","DGRT","CS",1,15,866997304.644249
"3305",404,"ThalaCux","quattro","ADRT","fluct",2,1,79023191.8295539
"3306",469,"ThalaCux","quattro","ADGT","inc+fluc",1,3,410920597.51368
"3307",55,"ThalaCux","mono","T","fluct",1,1,60960747.9827987
"3308",362,"ThalaCux","quattro","DGRT","CS",2,15,548646731.845189
"3309",57,"ThalaCux","mono","T","fluct",3,1,33867082.212666
"3310",470,"ThalaCux","quattro","ADGT","inc+fluc",2,3,63218553.4636431
"3311",349,"ThalaCux","duo","GT","inc+fluc",1,6,141112842.552775
"3312",363,"ThalaCux","quattro","DGRT","CS",3,15,846677055.316649
"3313",350,"ThalaCux","duo","GT","inc+fluc",2,6,276581171.403439
"3314",471,"ThalaCux","quattro","ADGT","inc+fluc",3,3,110632468.561375
"3315",367,"ThalaCux","quattro","AGRT","CS",1,15,413178402.994525
"3316",116,"ThalaCux","mono","T","inc+fluc",2,9,1253082041.86864
"3317",421,"ThalaCux","quattro","DGRT","inc",1,9,389471445.445659
"3318",410,"ThalaCux","quattro","ADGT","fluct",2,1,47413915.0977324
"3319",368,"ThalaCux","quattro","AGRT","CS",2,15,623154312.713054
"3320",229,"ThalaCux","duo","GT","fluct",1,3,458334512.611413
"3321",422,"ThalaCux","quattro","DGRT","inc",2,9,513650746.8921
"3322",115,"ThalaCux","mono","T","inc+fluc",1,1,60960747.9827987
"3323",369,"ThalaCux","quattro","AGRT","CS",3,15,365764487.896792
"3324",117,"ThalaCux","mono","T","inc+fluc",3,1,33867082.212666
"3325",423,"ThalaCux","quattro","DGRT","inc",3,9,287870198.807661
"3326",235,"ThalaCux","duo","RT","fluct",1,3,205460298.75684
"3327",373,"ThalaCux","quattro","ADRT","CS",1,15,671697130.551208
"3328",482,"ThalaCux","MIX","ADGRT","CS",2,6,203202493.275996
"3329",427,"ThalaCux","quattro","AGRT","inc",1,9,209975909.718529
"3330",237,"ThalaCux","duo","RT","fluct",3,3,505748427.709145
"3331",374,"ThalaCux","quattro","ADRT","CS",2,15,603962966.125876
"3332",261,"ThalaCux","duo","AT","inc",3,12,395115959.14777
"3333",428,"ThalaCux","quattro","AGRT","inc",2,9,169335411.06333
"3334",489,"ThalaCux","MIX","ADGRT","fluct",3,12,242714089.190773
"3335",375,"ThalaCux","quattro","ADRT","CS",3,15,479783664.679435
"3336",482,"ThalaCux","MIX","ADGRT","CS",2,3,237069575.488662
"3337",429,"ThalaCux","quattro","AGRT","inc",3,9,208847006.978107
"3338",86,"ThalaCux","mono","T","inc",2,1,40640498.6551992
"3339",379,"ThalaCux","quattro","ADGT","CS",1,15,762009349.784984
"3340",483,"ThalaCux","MIX","ADGRT","CS",3,3,47413915.0977324
"3341",433,"ThalaCux","quattro","ADRT","inc",1,9,400760472.849881
"3342",422,"ThalaCux","quattro","DGRT","inc",2,1,94827830.1954647
"3343",380,"ThalaCux","quattro","ADGT","CS",2,15,553162342.806877
"3344",494,"ThalaCux","MIX","ADGRT","inc",2,12,395115959.14777
"3345",434,"ThalaCux","quattro","ADRT","inc",2,9,400760472.849881
"3346",487,"ThalaCux","MIX","ADGRT","fluct",1,3,79023191.8295539
"3347",381,"ThalaCux","quattro","ADGT","CS",3,15,598318452.423765
"3348",278,"ThalaCux","duo","DT","inc",2,12,790231918.295539
"3349",435,"ThalaCux","quattro","ADRT","inc",3,9,333026308.424549
"3350",375,"ThalaCux","quattro","ADRT","CS",3,9,355604363.232993
"3351",488,"ThalaCux","MIX","ADGRT","fluct",2,3,63218553.4636431
"3352",260,"ThalaCux","duo","AT","inc",2,3,282225685.10555
"3353",439,"ThalaCux","quattro","ADGT","inc",1,9,259647630.297106
"3354",499,"ThalaCux","MIX","ADGRT","inc+fluc",1,12,474139150.977324
"3355",157,"ThalaCux","duo","DT","CS",1,9,903122192.337759
"3356",489,"ThalaCux","MIX","ADGRT","fluct",3,3,47413915.0977324
"3357",440,"ThalaCux","quattro","ADGT","inc",2,9,299159226.211883
"3358",289,"ThalaCux","duo","GT","inc",1,12,953922815.656758
"3359",139,"ThalaCux","duo","AT","CS",1,1,60960747.9827987
"3360",290,"ThalaCux","duo","GT","inc",2,12,874899623.827204
"3361",441,"ThalaCux","quattro","ADGT","inc",3,9,412049500.254103
"3362",291,"ThalaCux","duo","GT","inc",3,12,936989274.550425
"3363",141,"ThalaCux","duo","AT","CS",3,1,40640498.6551992
"3364",391,"ThalaCux","quattro","DGRT","fluct",1,15,392858153.666925
"3365",380,"ThalaCux","quattro","ADGT","CS",2,6,142241745.293197
"3366",494,"ThalaCux","MIX","ADGRT","inc",2,3,15804638.3659108
"3367",169,"ThalaCux","duo","GT","CS",1,9,1509342963.94448
"3368",392,"ThalaCux","quattro","DGRT","fluct",2,15,1092777852.72869
"3369",170,"ThalaCux","duo","GT","CS",2,9,936989274.550425
"3370",278,"ThalaCux","duo","DT","inc",2,3,363506682.415948
"3371",495,"ThalaCux","MIX","ADGRT","inc",3,3,63218553.4636431
"3372",393,"ThalaCux","quattro","DGRT","fluct",3,15,419951819.437058
"3373",175,"ThalaCux","duo","RT","CS",1,9,423338527.658325
"3374",439,"ThalaCux","quattro","ADGT","inc",1,1,94827830.1954647
"3375",397,"ThalaCux","quattro","AGRT","fluct",1,15,248358602.892884
"3376",499,"ThalaCux","MIX","ADGRT","inc+fluc",1,3,189655660.390929
"3377",451,"ThalaCux","quattro","DGRT","inc+fluc",1,9,660408103.146986
"3378",26,"ThalaCux","mono","T","CS",2,15,785716307.33385
"3379",398,"ThalaCux","quattro","AGRT","fluct",2,15,242714089.190773
"3380",289,"ThalaCux","duo","GT","inc",1,3,426725235.879591
"3381",452,"ThalaCux","quattro","DGRT","inc+fluc",2,9,417694013.956214
"3382",290,"ThalaCux","duo","GT","inc",2,3,568966981.172788
"3383",399,"ThalaCux","quattro","AGRT","fluct",3,15,214491520.680218
"3384",291,"ThalaCux","duo","GT","inc",3,3,142241745.293197
"3385",453,"ThalaCux","quattro","DGRT","inc+fluc",3,9,575740397.615321
"3386",501,"ThalaCux","MIX","ADGRT","inc+fluc",3,3,347702044.050037
"3387",403,"ThalaCux","quattro","ADRT","fluct",1,15,254003116.594995
"3388",296,"ThalaCux","duo","RT","inc",2,3,63218553.4636431
"3389",457,"ThalaCux","quattro","AGRT","inc+fluc",1,9,220136034.382329
"3390",297,"ThalaCux","duo","RT","inc",3,3,189655660.390929
"3391",404,"ThalaCux","quattro","ADRT","fluct",2,15,383826931.743548
"3392",55,"ThalaCux","mono","T","fluct",1,15,756364836.082873
"3393",458,"ThalaCux","quattro","AGRT","inc+fluc",2,9,231425061.786551
"3394",57,"ThalaCux","mono","T","fluct",3,15,654763589.444875
"3395",405,"ThalaCux","quattro","ADRT","fluct",3,15,333026308.424549
"3396",176,"ThalaCux","duo","RT","CS",2,1,13546832.8850664
"3397",459,"ThalaCux","quattro","AGRT","inc+fluc",3,9,383826931.743548
"3398",451,"ThalaCux","quattro","DGRT","inc+fluc",1,1,110632468.561375
"3399",409,"ThalaCux","quattro","ADGT","fluct",1,15,581384911.317432
"3400",26,"ThalaCux","mono","T","CS",2,6,908766706.03987
"3401",463,"ThalaCux","quattro","ADRT","inc+fluc",1,9,304803739.913994
"3402",452,"ThalaCux","quattro","DGRT","inc+fluc",2,1,94827830.1954647
"3403",410,"ThalaCux","quattro","ADGT","fluct",2,15,338670822.12666
"3404",320,"ThalaCux","duo","AT","inc+fluc",2,6,158046383.659108
"3405",464,"ThalaCux","quattro","ADRT","inc+fluc",2,9,378182418.041437
"3406",337,"ThalaCux","duo","DT","inc+fluc",1,12,694275185.359652
