"","no","temp","nut","species","rep","V_ml","magn","plate","Alg","speciesID","GF","counts","sampling","A1","A2","A3","A4","A5","At_mm","Afield","cells_ml"
"5977",500,"inc+fluc","Low","MIX",2,0.5,20,86,"A2","DityCux",14,8,12,"A","D","G","R","T",78,0.25,17472
"5978",500,"inc+fluc","Low","MIX",2,0.5,20,86,"A3","Guido",14,1,12,"A","D","G","R","T",78,0.25,2184
"5979",500,"inc+fluc","Low","MIX",2,0.5,10,86,"A4","Rhizo",14,12,12,"A","D","G","R","T",78,1,6552
"5980",500,"inc+fluc","Low","MIX",2,0.5,20,86,"A5","ThalaCux",5,49,12,"A","D","G","R","T",78,0.25,38220
"5981",501,"inc+fluc","Low","MIX",3,0.5,40,86,"A1","Asterio",5,150,12,"A","D","G","R","T",78,0.0625,468000
"5982",501,"inc+fluc","Low","MIX",3,0.5,20,86,"A2","DityCux",14,11,12,"A","D","G","R","T",78,0.25,24024
"5983",501,"inc+fluc","Low","MIX",3,0.5,20,86,"A3","Guido",14,1,12,"A","D","G","R","T",78,0.25,2184
"5984",501,"inc+fluc","Low","MIX",3,0.5,10,86,"A4","Rhizo",14,20,12,"A","D","G","R","T",78,1,10920
"5985",501,"inc+fluc","Low","MIX",3,0.5,20,86,"A5","ThalaCux",5,60,12,"A","D","G","R","T",78,0.25,46800
"5986",502,"inc+fluc","HI","MIX",1,0.5,40,NA,"A1","Asterio",NA,NA,12,"A","D","G","R","T",78,0.0625,NA
"5987",502,"inc+fluc","HI","MIX",1,0.5,20,NA,"A2","DityCux",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5988",502,"inc+fluc","HI","MIX",1,0.5,20,NA,"A3","Guido",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5989",502,"inc+fluc","HI","MIX",1,0.5,10,NA,"A4","Rhizo",NA,NA,12,"A","D","G","R","T",78,1,NA
"5990",502,"inc+fluc","HI","MIX",1,0.5,20,NA,"A5","ThalaCux",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5991",503,"inc+fluc","HI","MIX",2,0.5,40,NA,"A1","Asterio",NA,NA,12,"A","D","G","R","T",78,0.0625,NA
"5992",503,"inc+fluc","HI","MIX",2,0.5,20,NA,"A2","DityCux",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5993",503,"inc+fluc","HI","MIX",2,0.5,20,NA,"A3","Guido",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5994",503,"inc+fluc","HI","MIX",2,0.5,10,NA,"A4","Rhizo",NA,NA,12,"A","D","G","R","T",78,1,NA
"5995",503,"inc+fluc","HI","MIX",2,0.5,20,NA,"A5","ThalaCux",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5996",504,"inc+fluc","HI","MIX",3,0.5,40,NA,"A1","Asterio",NA,NA,12,"A","D","G","R","T",78,0.0625,NA
"5997",504,"inc+fluc","HI","MIX",3,0.5,20,NA,"A2","DityCux",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5998",504,"inc+fluc","HI","MIX",3,0.5,20,NA,"A3","Guido",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5999",504,"inc+fluc","HI","MIX",3,0.5,10,NA,"A4","Rhizo",NA,NA,12,"A","D","G","R","T",78,1,NA
"6000",504,"inc+fluc","HI","MIX",3,0.5,20,NA,"A5","ThalaCux",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"6001",1,"CS","Low","mono",1,0.5,40,87,"A1","Asterio",5,330,15,"A",NA,NA,NA,NA,78,0.0625,1029600
"6002",2,"CS","Low","mono",2,0.5,40,87,"A1","Asterio",5,319,15,"A",NA,NA,NA,NA,78,0.0625,995280
"6003",3,"CS","Low","mono",3,0.5,40,87,"A1","Asterio",5,292,15,"A",NA,NA,NA,NA,78,0.0625,911040
"6004",4,"CS","HI","mono",1,0.5,40,87,"A1","Asterio",5,420,15,"A",NA,NA,NA,NA,78,0.0625,1310400
"6005",5,"CS","HI","mono",2,0.5,40,87,"A1","Asterio",5,331,15,"A",NA,NA,NA,NA,78,0.0625,1032720
"6006",6,"CS","HI","mono",3,0.5,40,87,"A1","Asterio",5,446,15,"A",NA,NA,NA,NA,78,0.0625,1391520
"6007",7,"CS","Low","mono",1,0.5,20,87,"A1","DityCux",26,26,15,"D",NA,NA,NA,NA,78,0.25,105456
"6008",8,"CS","Low","mono",2,0.5,20,87,"A1","DityCux",26,8,15,"D",NA,NA,NA,NA,78,0.25,32448
"6009",9,"CS","Low","mono",3,0.5,20,87,"A1","DityCux",26,8,15,"D",NA,NA,NA,NA,78,0.25,32448
"6010",10,"CS","HI","mono",1,0.5,10,87,"A1","DityCux",6,49,15,"D",NA,NA,NA,NA,78,1,11466
"6011",11,"CS","HI","mono",2,0.5,10,87,"A1","DityCux",6,40,15,"D",NA,NA,NA,NA,78,1,9360
"6012",12,"CS","HI","mono",3,0.5,10,87,"A1","DityCux",6,59,15,"D",NA,NA,NA,NA,78,1,13806
"6013",13,"CS","Low","mono",1,0.5,20,87,"A1","Guido",6,74,15,"G",NA,NA,NA,NA,78,0.25,69264
"6014",14,"CS","Low","mono",2,0.5,20,87,"A1","Guido",6,50,15,"G",NA,NA,NA,NA,78,0.25,46800
"6015",15,"CS","Low","mono",3,0.5,20,87,"A1","Guido",6,53,15,"G",NA,NA,NA,NA,78,0.25,49608
"6016",16,"CS","HI","mono",1,0.5,20,87,"A1","Guido",6,91,15,"G",NA,NA,NA,NA,78,0.25,85176
"6017",17,"CS","HI","mono",2,0.5,20,87,"A1","Guido",6,115,15,"G",NA,NA,NA,NA,78,0.25,107640
"6018",18,"CS","HI","mono",3,0.5,20,87,"A1","Guido",6,144,15,"G",NA,NA,NA,NA,78,0.25,134784
"6019",19,"CS","Low","mono",1,0.5,10,87,"A1","Rhizo",14,13,15,"R",NA,NA,NA,NA,78,1,7098
"6020",20,"CS","Low","mono",2,0.5,10,87,"A1","Rhizo",14,7,15,"R",NA,NA,NA,NA,78,1,3822
"6021",21,"CS","Low","mono",3,0.5,10,87,"A1","Rhizo",14,4,15,"R",NA,NA,NA,NA,78,1,2184
"6022",22,"CS","HI","mono",1,0.5,10,87,"A1","Rhizo",14,8,15,"R",NA,NA,NA,NA,78,1,4368
"6023",23,"CS","HI","mono",2,0.5,10,87,"A1","Rhizo",14,9,15,"R",NA,NA,NA,NA,78,1,4914
"6024",24,"CS","HI","mono",3,0.5,10,87,"A1","Rhizo",14,6,15,"R",NA,NA,NA,NA,78,1,3276
"6025",25,"CS","Low","mono",1,0.5,20,87,"A1","ThalaCux",6,130,15,"T",NA,NA,NA,NA,78,0.25,121680
"6026",26,"CS","Low","mono",2,0.5,20,87,"A1","ThalaCux",6,116,15,"T",NA,NA,NA,NA,78,0.25,108576
"6027",27,"CS","Low","mono",3,0.5,20,87,"A1","ThalaCux",6,116,15,"T",NA,NA,NA,NA,78,0.25,108576
"6028",28,"CS","HI","mono",1,0.5,20,87,"A1","ThalaCux",6,189,15,"T",NA,NA,NA,NA,78,0.25,176904
"6029",29,"CS","HI","mono",2,0.5,20,87,"A1","ThalaCux",6,173,15,"T",NA,NA,NA,NA,78,0.25,161928
"6030",30,"CS","HI","mono",3,0.5,20,87,"A1","ThalaCux",6,147,15,"T",NA,NA,NA,NA,78,0.25,137592
"6031",31,"fluct","Low","mono",1,0.5,40,88,"A1","Asterio",5,398,15,"A",NA,NA,NA,NA,78,0.0625,1241760
"6032",32,"fluct","Low","mono",2,0.5,40,88,"A1","Asterio",5,419,15,"A",NA,NA,NA,NA,78,0.0625,1307280
"6033",33,"fluct","Low","mono",3,0.5,40,88,"A1","Asterio",5,477,15,"A",NA,NA,NA,NA,78,0.0625,1488240
"6034",34,"fluct","HI","mono",1,0.5,40,88,"A1","Asterio",5,551,15,"A",NA,NA,NA,NA,78,0.0625,1719120
"6035",35,"fluct","HI","mono",2,0.5,40,88,"A1","Asterio",5,546,15,"A",NA,NA,NA,NA,78,0.0625,1703520
"6036",36,"fluct","HI","mono",3,0.5,40,88,"A1","Asterio",5,521,15,"A",NA,NA,NA,NA,78,0.0625,1625520
"6037",37,"fluct","Low","mono",1,0.5,10,88,"A1","DityCux",10,38,15,"D",NA,NA,NA,NA,78,1,14820
"6038",38,"fluct","Low","mono",2,0.5,10,88,"A1","DityCux",10,27,15,"D",NA,NA,NA,NA,78,1,10530
"6039",39,"fluct","Low","mono",3,0.5,10,88,"A1","DityCux",10,26,15,"D",NA,NA,NA,NA,78,1,10140
"6040",40,"fluct","HI","mono",1,0.5,10,88,"A1","DityCux",5,243,15,"D",NA,NA,NA,NA,78,1,47385
"6041",41,"fluct","HI","mono",2,0.5,10,88,"A1","DityCux",5,281,15,"D",NA,NA,NA,NA,78,1,54795
"6042",42,"fluct","HI","mono",3,0.5,10,88,"A1","DityCux",5,265,15,"D",NA,NA,NA,NA,78,1,51675
"6043",43,"fluct","Low","mono",1,0.5,20,88,"A1","Guido",6,36,15,"G",NA,NA,NA,NA,78,0.25,33696
"6044",44,"fluct","Low","mono",2,0.5,20,88,"A1","Guido",10,20,15,"G",NA,NA,NA,NA,78,0.25,31200
"6045",45,"fluct","Low","mono",3,0.5,20,88,"A1","Guido",10,8,15,"G",NA,NA,NA,NA,78,0.25,12480
"6046",46,"fluct","HI","mono",1,0.5,20,88,"A1","Guido",10,6,15,"G",NA,NA,NA,NA,78,0.25,9360
"6047",47,"fluct","HI","mono",2,0.5,20,88,"A1","Guido",10,23,15,"G",NA,NA,NA,NA,78,0.25,35880
"6048",48,"fluct","HI","mono",3,0.5,20,88,"A1","Guido",10,14,15,"G",NA,NA,NA,NA,78,0.25,21840
"6049",49,"fluct","Low","mono",1,0.5,10,88,"A1","Rhizo",14,20,15,"R",NA,NA,NA,NA,78,1,10920
"6050",50,"fluct","Low","mono",2,0.5,10,88,"A1","Rhizo",14,21,15,"R",NA,NA,NA,NA,78,1,11466
"6051",51,"fluct","Low","mono",3,0.5,10,88,"A1","Rhizo",14,18,15,"R",NA,NA,NA,NA,78,1,9828
"6052",52,"fluct","HI","mono",1,0.5,10,88,"A1","Rhizo",14,50,15,"R",NA,NA,NA,NA,78,1,27300
"6053",53,"fluct","HI","mono",2,0.5,10,88,"A1","Rhizo",14,45,15,"R",NA,NA,NA,NA,78,1,24570
"6054",54,"fluct","HI","mono",3,0.5,10,88,"A1","Rhizo",14,32,15,"R",NA,NA,NA,NA,78,1,17472
"6055",55,"fluct","Low","mono",1,0.5,20,88,"A1","ThalaCux",5,134,15,"T",NA,NA,NA,NA,78,0.25,104520
"6056",56,"fluct","Low","mono",2,0.5,20,88,"A1","ThalaCux",5,91,15,"T",NA,NA,NA,NA,78,0.25,70980
"6057",57,"fluct","Low","mono",3,0.5,20,88,"A1","ThalaCux",5,116,15,"T",NA,NA,NA,NA,78,0.25,90480
"6058",58,"fluct","HI","mono",1,0.5,20,88,"A1","ThalaCux",5,155,15,"T",NA,NA,NA,NA,78,0.25,120900
"6059",59,"fluct","HI","mono",2,0.5,20,88,"A1","ThalaCux",5,95,15,"T",NA,NA,NA,NA,78,0.25,74100
"6060",60,"fluct","HI","mono",3,0.5,20,88,"A1","ThalaCux",5,134,15,"T",NA,NA,NA,NA,78,0.25,104520
"6061",61,"inc","Low","mono",1,0.5,40,89,"A1","Asterio",5,263,15,"A",NA,NA,NA,NA,78,0.0625,820560
"6062",62,"inc","Low","mono",2,0.5,40,89,"A1","Asterio",5,262,15,"A",NA,NA,NA,NA,78,0.0625,817440
"6063",63,"inc","Low","mono",3,0.5,40,89,"A1","Asterio",5,207,15,"A",NA,NA,NA,NA,78,0.0625,645840
"6064",64,"inc","HI","mono",1,0.5,40,89,"A1","Asterio",5,323,15,"A",NA,NA,NA,NA,78,0.0625,1007760
"6065",65,"inc","HI","mono",2,0.5,40,89,"A1","Asterio",5,333,15,"A",NA,NA,NA,NA,78,0.0625,1038960
"6066",66,"inc","HI","mono",3,0.5,40,89,"A1","Asterio",5,345,15,"A",NA,NA,NA,NA,78,0.0625,1076400
"6067",67,"inc","Low","mono",1,0.5,10,89,"A1","DityCux",10,55,15,"D",NA,NA,NA,NA,78,1,21450
"6068",68,"inc","Low","mono",2,0.5,10,89,"A1","DityCux",10,23,15,"D",NA,NA,NA,NA,78,1,8970
"6069",69,"inc","Low","mono",3,0.5,10,89,"A1","DityCux",10,24,15,"D",NA,NA,NA,NA,78,1,9360
"6070",70,"inc","HI","mono",1,0.5,10,89,"A1","DityCux",10,37,15,"D",NA,NA,NA,NA,78,1,14430
"6071",71,"inc","HI","mono",2,0.5,10,89,"A1","DityCux",10,36,15,"D",NA,NA,NA,NA,78,1,14040
"6072",72,"inc","HI","mono",3,0.5,10,89,"A1","DityCux",10,34,15,"D",NA,NA,NA,NA,78,1,13260
"6073",73,"inc","Low","mono",1,0.5,20,89,"A1","Guido",6,9,15,"G",NA,NA,NA,NA,78,0.25,8424
"6074",74,"inc","Low","mono",2,0.5,20,89,"A1","Guido",6,10,15,"G",NA,NA,NA,NA,78,0.25,9360
"6075",75,"inc","Low","mono",3,0.5,20,89,"A1","Guido",6,8,15,"G",NA,NA,NA,NA,78,0.25,7488
"6076",76,"inc","HI","mono",1,0.5,20,89,"A1","Guido",6,3,15,"G",NA,NA,NA,NA,78,0.25,2808
"6077",77,"inc","HI","mono",2,0.5,20,89,"A1","Guido",14,6,15,"G",NA,NA,NA,NA,78,0.25,13104
"6078",78,"inc","HI","mono",3,0.5,20,89,"A1","Guido",14,4,15,"G",NA,NA,NA,NA,78,0.25,8736
"6079",79,"inc","Low","mono",1,0.5,10,89,"A1","Rhizo",14,7,15,"R",NA,NA,NA,NA,78,1,3822
"6080",80,"inc","Low","mono",2,0.5,10,89,"A1","Rhizo",14,5,15,"R",NA,NA,NA,NA,78,1,2730
"6081",81,"inc","Low","mono",3,0.5,10,89,"A1","Rhizo",14,15,15,"R",NA,NA,NA,NA,78,1,8190
"6082",82,"inc","HI","mono",1,0.5,10,89,"A1","Rhizo",14,35,15,"R",NA,NA,NA,NA,78,1,19110
"6083",83,"inc","HI","mono",2,0.5,10,89,"A1","Rhizo",14,26,15,"R",NA,NA,NA,NA,78,1,14196
"6084",84,"inc","HI","mono",3,0.5,10,89,"A1","Rhizo",14,21,15,"R",NA,NA,NA,NA,78,1,11466
"6085",85,"inc","Low","mono",1,0.5,20,89,"A1","ThalaCux",6,97,15,"T",NA,NA,NA,NA,78,0.25,90792
"6086",86,"inc","Low","mono",2,0.5,20,89,"A1","ThalaCux",6,92,15,"T",NA,NA,NA,NA,78,0.25,86112
"6087",87,"inc","Low","mono",3,0.5,20,89,"A1","ThalaCux",6,91,15,"T",NA,NA,NA,NA,78,0.25,85176
"6088",88,"inc","HI","mono",1,0.5,20,89,"A1","ThalaCux",6,140,15,"T",NA,NA,NA,NA,78,0.25,131040
"6089",89,"inc","HI","mono",2,0.5,20,89,"A1","ThalaCux",6,142,15,"T",NA,NA,NA,NA,78,0.25,132912
"6090",90,"inc","HI","mono",3,0.5,20,89,"A1","ThalaCux",6,120,15,"T",NA,NA,NA,NA,78,0.25,112320
"6091",91,"inc+fluc","Low","mono",1,0.5,40,90,"A1","Asterio",5,270,15,"A",NA,NA,NA,NA,78,0.0625,842400
"6092",92,"inc+fluc","Low","mono",2,0.5,40,90,"A1","Asterio",5,187,15,"A",NA,NA,NA,NA,78,0.0625,583440
"6093",93,"inc+fluc","Low","mono",3,0.5,40,90,"A1","Asterio",5,262,15,"A",NA,NA,NA,NA,78,0.0625,817440
"6094",94,"inc+fluc","HI","mono",1,0.5,40,90,"A1","Asterio",5,334,15,"A",NA,NA,NA,NA,78,0.0625,1042080
"6095",95,"inc+fluc","HI","mono",2,0.5,40,90,"A1","Asterio",5,373,15,"A",NA,NA,NA,NA,78,0.0625,1163760
"6096",96,"inc+fluc","HI","mono",3,0.5,40,90,"A1","Asterio",5,369,15,"A",NA,NA,NA,NA,78,0.0625,1151280
"6097",97,"inc+fluc","Low","mono",1,0.5,10,90,"A1","DityCux",5,25,15,"D",NA,NA,NA,NA,78,1,4875
"6098",98,"inc+fluc","Low","mono",2,0.5,10,90,"A1","DityCux",6,39,15,"D",NA,NA,NA,NA,78,1,9126
"6099",99,"inc+fluc","Low","mono",3,0.5,10,90,"A1","DityCux",6,25,15,"D",NA,NA,NA,NA,78,1,5850
"6100",100,"inc+fluc","HI","mono",1,0.5,10,90,"A1","DityCux",6,60,15,"D",NA,NA,NA,NA,78,1,14040
"6101",101,"inc+fluc","HI","mono",2,0.5,10,90,"A1","DityCux",6,30,15,"D",NA,NA,NA,NA,78,1,7020
"6102",102,"inc+fluc","HI","mono",3,0.5,10,90,"A1","DityCux",6,57,15,"D",NA,NA,NA,NA,78,1,13338
"6103",103,"inc+fluc","Low","mono",1,0.5,20,90,"A1","Guido",14,4,15,"G",NA,NA,NA,NA,78,0.25,8736
"6104",104,"inc+fluc","Low","mono",2,0.5,20,90,"A1","Guido",14,5,15,"G",NA,NA,NA,NA,78,0.25,10920
"6105",105,"inc+fluc","Low","mono",3,0.5,20,90,"A1","Guido",14,6,15,"G",NA,NA,NA,NA,78,0.25,13104
"6106",106,"inc+fluc","HI","mono",1,0.5,20,90,"A1","Guido",14,2,15,"G",NA,NA,NA,NA,78,0.25,4368
"6107",107,"inc+fluc","HI","mono",2,0.5,20,90,"A1","Guido",20,3,15,"G",NA,NA,NA,NA,78,0.25,9360
"6108",108,"inc+fluc","HI","mono",3,0.5,20,90,"A1","Guido",14,4,15,"G",NA,NA,NA,NA,78,0.25,8736
"6109",109,"inc+fluc","Low","mono",1,0.5,10,90,"A1","Rhizo",14,18,15,"R",NA,NA,NA,NA,78,1,9828
"6110",110,"inc+fluc","Low","mono",2,0.5,10,90,"A1","Rhizo",14,20,15,"R",NA,NA,NA,NA,78,1,10920
"6111",111,"inc+fluc","Low","mono",3,0.5,10,90,"A1","Rhizo",14,12,15,"R",NA,NA,NA,NA,78,1,6552
"6112",112,"inc+fluc","HI","mono",1,0.5,10,90,"A1","Rhizo",14,17,15,"R",NA,NA,NA,NA,78,1,9282
"6113",113,"inc+fluc","HI","mono",2,0.5,10,90,"A1","Rhizo",14,17,15,"R",NA,NA,NA,NA,78,1,9282
"6114",114,"inc+fluc","HI","mono",3,0.5,10,90,"A1","Rhizo",14,23,15,"R",NA,NA,NA,NA,78,1,12558
"6115",115,"inc+fluc","Low","mono",1,0.5,20,90,"A1","ThalaCux",5,79,15,"T",NA,NA,NA,NA,78,0.25,61620
"6116",116,"inc+fluc","Low","mono",2,0.5,20,90,"A1","ThalaCux",5,71,15,"T",NA,NA,NA,NA,78,0.25,55380
"6117",117,"inc+fluc","Low","mono",3,0.5,20,90,"A1","ThalaCux",5,69,15,"T",NA,NA,NA,NA,78,0.25,53820
"6118",118,"inc+fluc","HI","mono",1,0.5,20,90,"A1","ThalaCux",5,121,15,"T",NA,NA,NA,NA,78,0.25,94380
"6119",119,"inc+fluc","HI","mono",2,0.5,20,90,"A1","ThalaCux",5,101,15,"T",NA,NA,NA,NA,78,0.25,78780
"6120",120,"inc+fluc","HI","mono",3,0.5,20,90,"A1","ThalaCux",5,115,15,"T",NA,NA,NA,NA,78,0.25,89700
"6121",121,"CS","Low","duo",1,0.5,20,91,"A2","DityCux",14,10,15,"A","D",NA,NA,NA,78,0.25,21840
"6122",121,"CS","Low","duo",1,0.5,20,91,"A1","Asterio",5,704,15,"A","D",NA,NA,NA,78,0.25,549120
"6123",122,"CS","Low","duo",2,0.5,20,91,"A2","DityCux",14,4,15,"A","D",NA,NA,NA,78,0.25,8736
"6124",122,"CS","Low","duo",2,0.5,20,91,"A1","Asterio",5,801,15,"A","D",NA,NA,NA,78,0.25,624780
"6125",123,"CS","Low","duo",3,0.5,20,91,"A2","DityCux",14,3,15,"A","D",NA,NA,NA,78,0.25,6552
"6126",123,"CS","Low","duo",3,0.5,20,91,"A1","Asterio",5,881,15,"A","D",NA,NA,NA,78,0.25,687180
"6127",124,"CS","HI","duo",1,0.5,20,91,"A2","DityCux",14,8,15,"A","D",NA,NA,NA,78,0.25,17472
"6128",124,"CS","HI","duo",1,0.5,40,91,"A1","Asterio",5,327,15,"A","D",NA,NA,NA,78,0.0625,1020240
"6129",125,"CS","HI","duo",2,0.5,20,91,"A2","DityCux",14,7,15,"A","D",NA,NA,NA,78,0.25,15288
"6130",125,"CS","HI","duo",2,0.5,40,91,"A1","Asterio",5,314,15,"A","D",NA,NA,NA,78,0.0625,979680
"6131",126,"CS","HI","duo",3,0.5,20,91,"A2","DityCux",14,6,15,"A","D",NA,NA,NA,78,0.25,13104
"6132",126,"CS","HI","duo",3,0.5,40,91,"A1","Asterio",5,312,15,"A","D",NA,NA,NA,78,0.0625,973440
"6133",127,"CS","Low","duo",1,0.5,20,91,"A2","Guido",20,1,15,"A","G",NA,NA,NA,78,0.25,3120
"6134",127,"CS","Low","duo",1,0.5,40,91,"A1","Asterio",5,411,15,"A","G",NA,NA,NA,78,0.0625,1282320
"6135",128,"CS","Low","duo",2,0.5,20,91,"A2","Guido",20,2,15,"A","G",NA,NA,NA,78,0.25,6240
"6136",128,"CS","Low","duo",2,0.5,40,91,"A1","Asterio",5,361,15,"A","G",NA,NA,NA,78,0.0625,1126320
"6137",129,"CS","Low","duo",3,0.5,20,91,"A2","Guido",20,1,15,"A","G",NA,NA,NA,78,0.25,3120
"6138",129,"CS","Low","duo",3,0.5,40,91,"A1","Asterio",5,332,15,"A","G",NA,NA,NA,78,0.0625,1035840
"6139",130,"CS","HI","duo",1,0.5,20,91,"A2","Guido",20,0,15,"A","G",NA,NA,NA,78,0.25,0
"6140",130,"CS","HI","duo",1,0.5,40,91,"A1","Asterio",5,354,15,"A","G",NA,NA,NA,78,0.0625,1104480
"6141",131,"CS","HI","duo",2,0.5,20,91,"A2","Guido",20,0,15,"A","G",NA,NA,NA,78,0.25,0
"6142",131,"CS","HI","duo",2,0.5,40,91,"A1","Asterio",5,339,15,"A","G",NA,NA,NA,78,0.0625,1057680
"6143",132,"CS","HI","duo",3,0.5,20,91,"A2","Guido",20,0,15,"A","G",NA,NA,NA,78,0.25,0
"6144",132,"CS","HI","duo",3,0.5,40,91,"A1","Asterio",5,462,15,"A","G",NA,NA,NA,78,0.0625,1441440
"6145",133,"CS","Low","duo",1,0.5,10,91,"A2","Rhizo",10,11,15,"A","R",NA,NA,NA,78,1,4290
"6146",133,"CS","Low","duo",1,0.5,40,91,"A1","Asterio",5,476,15,"A","R",NA,NA,NA,78,0.0625,1485120
"6147",134,"CS","Low","duo",2,0.5,10,91,"A2","Rhizo",10,7,15,"A","R",NA,NA,NA,78,1,2730
"6148",134,"CS","Low","duo",2,0.5,40,91,"A1","Asterio",5,250,15,"A","R",NA,NA,NA,78,0.0625,780000
"6149",135,"CS","Low","duo",3,0.5,10,91,"A2","Rhizo",10,5,15,"A","R",NA,NA,NA,78,1,1950
"6150",135,"CS","Low","duo",3,0.5,40,91,"A1","Asterio",5,284,15,"A","R",NA,NA,NA,78,0.0625,886080
"6151",136,"CS","HI","duo",1,0.5,10,91,"A2","Rhizo",10,6,15,"A","R",NA,NA,NA,78,1,2340
"6152",136,"CS","HI","duo",1,0.5,40,91,"A1","Asterio",5,405,15,"A","R",NA,NA,NA,78,0.0625,1263600
"6153",137,"CS","HI","duo",2,0.5,10,91,"A2","Rhizo",10,7,15,"A","R",NA,NA,NA,78,1,2730
"6154",137,"CS","HI","duo",2,0.5,40,91,"A1","Asterio",5,350,15,"A","R",NA,NA,NA,78,0.0625,1092000
"6155",138,"CS","HI","duo",3,0.5,10,91,"A2","Rhizo",10,2,15,"A","R",NA,NA,NA,78,1,780
"6156",138,"CS","HI","duo",3,0.5,40,91,"A1","Asterio",5,449,15,"A","R",NA,NA,NA,78,0.0625,1400880
"6157",139,"CS","Low","duo",1,0.5,20,91,"A2","ThalaCux",8,32,15,"A","T",NA,NA,NA,78,0.25,39936
"6158",139,"CS","Low","duo",1,0.5,40,91,"A1","Asterio",5,470,15,"A","T",NA,NA,NA,78,0.0625,1466400
"6159",140,"CS","Low","duo",2,0.5,20,91,"A2","ThalaCux",6,71,15,"A","T",NA,NA,NA,78,0.25,66456
"6160",140,"CS","Low","duo",2,0.5,40,91,"A1","Asterio",5,239,15,"A","T",NA,NA,NA,78,0.0625,745680
"6161",141,"CS","Low","duo",3,0.5,20,91,"A2","ThalaCux",6,71,15,"A","T",NA,NA,NA,78,0.25,66456
"6162",141,"CS","Low","duo",3,0.5,40,91,"A1","Asterio",5,394,15,"A","T",NA,NA,NA,78,0.0625,1229280
"6163",142,"CS","HI","duo",1,0.5,20,91,"A2","ThalaCux",6,24,15,"A","T",NA,NA,NA,78,0.25,22464
"6164",142,"CS","HI","duo",1,0.5,40,91,"A1","Asterio",5,358,15,"A","T",NA,NA,NA,78,0.0625,1116960
"6165",143,"CS","HI","duo",2,0.5,20,91,"A2","ThalaCux",6,220,15,"A","T",NA,NA,NA,78,0.25,205920
"6166",143,"CS","HI","duo",2,0.5,40,91,"A1","Asterio",5,386,15,"A","T",NA,NA,NA,78,0.0625,1204320
"6167",144,"CS","HI","duo",3,0.5,20,91,"A2","ThalaCux",6,274,15,"A","T",NA,NA,NA,78,0.25,256464
"6168",144,"CS","HI","duo",3,0.5,40,91,"A1","Asterio",5,365,15,"A","T",NA,NA,NA,78,0.0625,1138800
"6169",145,"CS","Low","duo",1,0.5,20,91,"A2","Guido",20,0,15,"D","G",NA,NA,NA,78,0.25,0
"6170",145,"CS","Low","duo",1,0.5,20,91,"A1","DityCux",5,35,15,"D","G",NA,NA,NA,78,0.25,27300
"6171",146,"CS","Low","duo",2,0.5,20,91,"A2","Guido",20,1,15,"D","G",NA,NA,NA,78,0.25,3120
"6172",146,"CS","Low","duo",2,0.5,20,91,"A1","DityCux",6,26,15,"D","G",NA,NA,NA,78,0.25,24336
"6173",147,"CS","Low","duo",3,0.5,20,91,"A2","Guido",20,0,15,"D","G",NA,NA,NA,78,0.25,0
"6174",147,"CS","Low","duo",3,0.5,20,91,"A1","DityCux",6,28,15,"D","G",NA,NA,NA,78,0.25,26208
"6175",148,"CS","HI","duo",1,0.5,20,91,"A2","Guido",20,0,15,"D","G",NA,NA,NA,78,0.25,0
"6176",148,"CS","HI","duo",1,0.5,20,91,"A1","DityCux",6,38,15,"D","G",NA,NA,NA,78,0.25,35568
"6177",149,"CS","HI","duo",2,0.5,20,91,"A2","Guido",20,0,15,"D","G",NA,NA,NA,78,0.25,0
"6178",149,"CS","HI","duo",2,0.5,20,91,"A1","DityCux",6,37,15,"D","G",NA,NA,NA,78,0.25,34632
"6179",150,"CS","HI","duo",3,0.5,20,91,"A2","Guido",20,0,15,"D","G",NA,NA,NA,78,0.25,0
"6180",150,"CS","HI","duo",3,0.5,20,91,"A1","DityCux",6,47,15,"D","G",NA,NA,NA,78,0.25,43992
"6181",151,"CS","Low","duo",1,0.5,20,92,"A1","DityCux",20,3,15,"D","R",NA,NA,NA,78,0.25,9360
"6182",151,"CS","Low","duo",1,0.5,10,92,"A2","Rhizo",14,11,15,"D","R",NA,NA,NA,78,1,6006
"6183",152,"CS","Low","duo",2,0.5,20,92,"A1","DityCux",20,1,15,"D","R",NA,NA,NA,78,0.25,3120
"6184",152,"CS","Low","duo",2,0.5,10,92,"A2","Rhizo",14,10,15,"D","R",NA,NA,NA,78,1,5460
"6185",153,"CS","Low","duo",3,0.5,10,92,"A2","Rhizo",14,5,15,"D","R",NA,NA,NA,78,1,2730
"6186",153,"CS","Low","duo",3,0.5,20,92,"A1","DityCux",14,11,15,"D","R",NA,NA,NA,78,0.25,24024
"6187",154,"CS","HI","duo",1,0.5,20,92,"A1","DityCux",14,6,15,"D","R",NA,NA,NA,78,0.25,13104
